filename;value
c64-cmdline-options.c;c64-cmdline-options.h
c64-cmdline-options.c;c64-resources.h
c64-cmdline-options.c;cmdline.h
c64-cmdline-options.c;log.h
c64-cmdline-options.c;machine.h
c64-cmdline-options.c;resources.h
c64-cmdline-options.c;vicii.h
uitapecreate.c;vice.h
uitapecreate.c;<gtk/gtk.h>
uitapecreate.c;<string.h>
uitapecreate.c;basewidgets.h
uitapecreate.c;basedialogs.h
uitapecreate.c;widgethelpers.h
uitapecreate.c;filechooserhelpers.h
uitapecreate.c;util.h
uitapecreate.c;lib.h
uitapecreate.c;attach.h
uitapecreate.c;diskimage.h  /* for DISK_IMAGE_TYPE_TAP*/
uitapecreate.c;cbmimage.h
uitapecreate.c;resources.h
uitapecreate.c;tape.h
uitapecreate.c;ui.h
uitapecreate.c;uiapi.h
uitapecreate.c;uiactions.h
uitapecreate.c;uitapecreate.h
alarm.h;types.h
canvasrenderfilterwidget.c;vice.h
canvasrenderfilterwidget.c;<gtk/gtk.h>
canvasrenderfilterwidget.c;vice_gtk3.h
canvasrenderfilterwidget.c;canvasrenderfilterwidget.h
menu_edit.c;vice.h
menu_edit.c;vice_sdl.h
menu_edit.c;machine.h
menu_edit.c;menu_common.h
menu_edit.c;menu_edit.h
menu_edit.c;charset.h
menu_edit.c;clipboard.h
menu_edit.c;lib.h
menu_edit.c;kbdbuf.h
vic.c;vice.h
vic.c;<stdio.h>
vic.c;<stdlib.h>
vic.c;videoarch.h
vic.c;archdep.h
vic.c;lib.h
vic.c;log.h
vic.c;machine.h
vic.c;maincpu.h
vic.c;mem.h
vic.c;monitor.h
vic.c;raster-line.h
vic.c;raster-modes.h
vic.c;resources.h
vic.c;screenshot.h
vic.c;snapshot.h
vic.c;types.h
vic.c;vic-cmdline-options.h
vic.c;vic-draw.h
vic.c;vic-mem.h
vic.c;vic-resources.h
vic.c;vic-snapshot.h
vic.c;vic-timing.h
vic.c;vic-color.h
vic.c;vic.h
vic.c;victypes.h
vic.c;vic20.h
vic.c;vic20-resources.h
vic.c;vic20mem.h
vic.c;vic20memrom.h
vic.c;viewport.h
vic.c;vsync.h
c128cpu.c;vice.h
c128cpu.c;maincpu.h
c128cpu.c;mem.h
c128cpu.c;vicii.h
c128cpu.c;viciitypes.h
c128cpu.c;z80.h
c128cpu.c;c128mmu.h
c128cpu.c;monitor.h
c128cpu.c;../maincpu.c
joyport.c;vice.h
joyport.c;<string.h>
joyport.c;<ctype.h>
joyport.c;cmdline.h
joyport.c;joyport.h
joyport.c;lib.h
joyport.c;log.h
joyport.c;machine.h
joyport.c;resources.h
joyport.c;uiapi.h
joyport.c;util.h
novte.h;<glib.h>
novte.h;vteenums.h
novte.h;vteglobals.h
novte.h;vteterminal.h
novte.h;vtetypebuiltins.h
novte.h;vtedeprecated.h
ocean.h;<stdio.h>
ocean.h;types.h
mousedrv 3.c;vice.h
mousedrv 3.c;<stdio.h>
mousedrv 3.c;vsyncapi.h
mousedrv 3.c;mouse.h
mousedrv 3.c;mousedrv.h
settings_cpm.h;<gtk/gtk.h>
parsid-unix-drv.c;vice.h
parsid-unix-drv.c;<unistd.h>
parsid-unix-drv.c;ps-unix.h
parsid-unix-drv.c;types.h
parsid-unix-drv.c;parsid.h
c64bus.c;vice.h
c64bus.c;iecbus.h
c64bus.c;machine-bus.h
c64bus.c;parallel.h
c64bus.c;serial.h
c64bus.c;types.h
c64bus.c;log.h
rtc-72421.c;vice.h
rtc-72421.c;rtc-72421.h
rtc-72421.c;lib.h
rtc-72421.c;rtc.h
rtc-72421.c;snapshot.h
rtc-72421.c;<string.h>
mouse_quadrature.c;<stdlib.h> /* abs */
mouse_quadrature.c;vice.h
mouse_quadrature.c;joyport.h
mouse_quadrature.c;maincpu.h
mouse_quadrature.c;log.h
mouse_quadrature.c;machine.h
mouse_quadrature.c;mouse.h
mouse_quadrature.c;mousedrv.h
mouse_quadrature.c;snapshot.h
mouse_quadrature.c;vsyncapi.h
mouse_quadrature.c;mouse_quadrature.h
archdep_fdopen.h;<stdio.h>
drive-sound.c;vice.h
drive-sound.c;archdep.h
drive-sound.c;drive.h
drive-sound.c;drive-sound.h
drive-sound.c;sound.h
rs232.h;types.h
rs232.h;rs232drv.h
c128fullbankswidget.h;vice.h
c128fullbankswidget.h;<gtk/gtk.h>
fileio.c;vice.h
fileio.c;<stdio.h>
fileio.c;cbmfile.h
fileio.c;fileio.h
fileio.c;lib.h
fileio.c;p00.h
fileio.c;types.h
fileio.c;util.h
netplaywidget.c;vice.h
netplaywidget.c;<gtk/gtk.h>
netplaywidget.c;<stdio.h>
netplaywidget.c;<stdlib.h>
netplaywidget.c;<errno.h>
netplaywidget.c;vice_gtk3.h
netplaywidget.c;debug_gtk3.h
netplaywidget.c;lib.h
netplaywidget.c;log.h
netplaywidget.c;network.h
netplaywidget.c;resources.h
netplaywidget.c;ui.h
netplaywidget.c;netplaywidget.h
archdep_mkstemp_fd.c;vice.h
archdep_mkstemp_fd.c;archdep_defs.h
archdep_mkstemp_fd.c;<stdio.h>
archdep_mkstemp_fd.c;<stdlib.h>
archdep_mkstemp_fd.c;lib.h
archdep_mkstemp_fd.c;util.h
archdep_mkstemp_fd.c;archdep_mkstemp_fd.h
c64dtv-stubs.c;vice.h
c64dtv-stubs.c;<stdlib.h>
c64dtv-stubs.c;cart/clockport.h
c64dtv-stubs.c;cartridge.h
c64dtv-stubs.c;c64cart.h
c64dtv-stubs.c;c64/cart/c64cartmem.h
c64dtv-stubs.c;machine.h
c64dtv-stubs.c;mididrv.h
c64dtv-stubs.c;snapshot.h
c64dtv-stubs.c;tapecart.h
c64dtv-stubs.c;tapeport.h
pagefox.h;<stdio.h>
pagefox.h;types.h
uivsidmenu.c;vice.h
uivsidmenu.c;<gtk/gtk.h>
uivsidmenu.c;<stdbool.h>
uivsidmenu.c;<stddef.h>
uivsidmenu.c;debug.h
uivsidmenu.c;debug_gtk3.h
uivsidmenu.c;machine.h
uivsidmenu.c;psid.h
uivsidmenu.c;uiactions.h
uivsidmenu.c;uimachinemenu.h
uivsidmenu.c;uimenu.h
uivsidmenu.c;uivsidmenu.h
petiosizewidget.c;vice.h
petiosizewidget.c;<gtk/gtk.h>
petiosizewidget.c;vice_gtk3.h
petiosizewidget.c;resources.h
petiosizewidget.c;petiosizewidget.h
petmodel.c;vice.h
petmodel.c;<stdio.h>
petmodel.c;<string.h>
petmodel.c;machine.h
petmodel.c;pet-resources.h
petmodel.c;petmem.h
petmodel.c;petmodel.h
petmodel.c;petrom.h
petmodel.c;pets.h
petmodel.c;resources.h
petmodel.c;uiapi.h
petmodel.c;vsync.h
ciatimer.c;vice.h
ciatimer.c;<stdarg.h>
ciatimer.c;<stdio.h>
ciatimer.c;<string.h>
ciatimer.c;alarm.h
ciatimer.c;ciatimer.h
ciatimer.c;snapshot.h
ciatimer.c;types.h
settings_snapshot.c;vice.h
settings_snapshot.c;<gtk/gtk.h>
settings_snapshot.c;resources.h
settings_snapshot.c;vice-event.h
settings_snapshot.c;vice_gtk3.h
settings_snapshot.c;debug_gtk3.h
settings_snapshot.c;settings_snapshot.h
render-common.h;render-common.c
fastsid.c;vice.h
fastsid.c;<stdio.h>
fastsid.c;<stdlib.h>
fastsid.c;<string.h>
fastsid.c;<math.h>
fastsid.c;fastsid.h
fastsid.c;lib.h
fastsid.c;log.h
fastsid.c;machine.h
fastsid.c;maincpu.h
fastsid.c;resources.h
fastsid.c;sid-snapshot.h
fastsid.c;sid.h
fastsid.c;sound.h
fastsid.c;snapshot.h
fastsid.c;types.h
fastsid.c;fixpoint.h
fastsid.c;wave6581.h
fastsid.c;wave8580.h
petcolour.c;vice.h
petcolour.c;<stdio.h>
petcolour.c;crtc.h
petcolour.c;crtc-color.h
petcolour.c;crtctypes.h
petcolour.c;pet.h
petcolour.c;petcolour.h
petcolour.c;petmem.h
petcolour.c;pets.h
petcolour.c;pet-resources.h
petcolour.c;video.h
ted-timer.c;vice.h
ted-timer.c;<stdio.h>
ted-timer.c;alarm.h
ted-timer.c;log.h
ted-timer.c;maincpu.h
ted-timer.c;ted-irq.h
ted-timer.c;ted-timer.h
ted-timer.c;tedtypes.h
ted-timer.c;types.h
driveparallelcablewidget.h;vice.h
driveparallelcablewidget.h;<gtk/gtk.h>
resources.h;<stdio.h>
vice_sdl.h;vice.h
catweaselmkiii-unix-drv.c;vice.h
catweaselmkiii-unix-drv.c;catweaselmkiii.h
catweaselmkiii-unix-drv.c;cw-unix.h
catweaselmkiii-unix-drv.c;types.h
petiec.c;vice.h
petiec.c;<stdio.h>
petiec.c;iecbus.h
petiec.c;iecdrive.h
petiec.c;petiec.h
petiec.c;types.h
petiec.c;debug.h
p00.c;vice.h
p00.c;<ctype.h>
p00.c;<stdio.h>
p00.c;<string.h>
p00.c;archdep.h
p00.c;cbmdos.h
p00.c;fileio.h
p00.c;lib.h
p00.c;log.h
p00.c;p00.h
p00.c;rawfile.h
p00.c;types.h
p00.c;util.h
vicii-badline.c;vice.h
vicii-badline.c;dma.h
vicii-badline.c;maincpu.h
vicii-badline.c;raster-changes.h
vicii-badline.c;types.h
vicii-badline.c;vicii-badline.h
vicii-badline.c;vicii-fetch.h
vicii-badline.c;viciitypes.h
fsdevice.c;vice.h
fsdevice.c;<stdio.h>
fsdevice.c;<stdlib.h>
fsdevice.c;<string.h>
fsdevice.c;archdep.h
fsdevice.c;attach.h
fsdevice.c;cbmdos.h
fsdevice.c;fileio.h
fsdevice.c;fsdevice-close.h
fsdevice.c;fsdevice-flush.h
fsdevice.c;fsdevice-open.h
fsdevice.c;fsdevice-read.h
fsdevice.c;fsdevice-resources.h
fsdevice.c;fsdevice-write.h
fsdevice.c;fsdevice.h
fsdevice.c;fsdevicetypes.h
fsdevice.c;lib.h
fsdevice.c;log.h
fsdevice.c;machine-bus.h
fsdevice.c;resources.h
fsdevice.c;tape.h
fsdevice.c;vdrive-command.h
fsdevice.c;vdrive.h
uistatusbar 2.h;vice.h
mon_ui.c;vice.h
mon_ui.c;<stdio.h>
mon_ui.c;<stdlib.h>
mon_ui.c;<string.h>
mon_ui.c;lib.h
mon_ui.c;mon_breakpoint.h
mon_ui.c;mon_memory.h
mon_ui.c;mon_register.h
mon_ui.c;mon_ui.h
mon_ui.c;mon_util.h
mon_ui.c;monitor.h
mon_ui.c;montypes.h
mon_ui.c;resources.h
cbm2memsnapshot.c;vice.h
cbm2memsnapshot.c;<stdio.h>
cbm2memsnapshot.c;cbm2-resources.h
cbm2memsnapshot.c;cbm2.h
cbm2memsnapshot.c;cbm2mem.h
cbm2memsnapshot.c;cbm2memsnapshot.h
cbm2memsnapshot.c;cbm2rom.h
cbm2memsnapshot.c;log.h
cbm2memsnapshot.c;machine.h
cbm2memsnapshot.c;mem.h
cbm2memsnapshot.c;resources.h
cbm2memsnapshot.c;snapshot.h
cbm2memsnapshot.c;types.h
util.c;vice.h
util.c;<assert.h>
util.c;<ctype.h>
util.c;<stdarg.h>
util.c;<stddef.h>
util.c;<stdio.h>
util.c;<stdlib.h>
util.c;<string.h>
util.c;<errno.h>
util.c;<limits.h>
util.c;<strings.h>
util.c;archdep.h
util.c;lib.h
util.c;log.h
util.c;util.h
blackbox4.h;<stdio.h>
blackbox4.h;types.h
piacore.h;log.h
piacore.h;types.h
sid 3.h;residdtv-config.h
sid 3.h;bittrain.h
sid 3.h;voice.h
sid 3.h;filter.h
sid 3.h;extfilt.h
vicii-fetch 2.h;types.h
menu_c64dtvhw.c;vice.h
menu_c64dtvhw.c;types.h
menu_c64dtvhw.c;<stddef.h>
menu_c64dtvhw.c;c64dtv-resources.h
menu_c64dtvhw.c;c64dtvmodel.h
menu_c64dtvhw.c;menu_common.h
menu_c64dtvhw.c;menu_mouse.h
menu_c64dtvhw.c;menu_joyport.h
menu_c64dtvhw.c;menu_joystick.h
menu_c64dtvhw.c;menu_ram.h
menu_c64dtvhw.c;menu_rom.h
menu_c64dtvhw.c;menu_sid.h
menu_c64dtvhw.c;menu_userport.h
menu_c64dtvhw.c;uimenu.h
archdep_exit.c;vice.h
archdep_exit.c;<stdio.h>
archdep_exit.c;<stdlib.h>
archdep_exit.c;<stdbool.h>
archdep_exit.c;<X11/Xlib.h>
archdep_exit.c;<windows.h>
archdep_exit.c;<mmsystem.h>
archdep_exit.c;<objbase.h>
archdep_exit.c;<assert.h>
archdep_exit.c;<gtk/gtk.h>
archdep_exit.c;<pthread.h>
archdep_exit.c;archdep.h
archdep_exit.c;main.h
archdep_exit.c;mainlock.h
archdep_exit.c;macOS-util.h
archdep_exit.c;archdep_exit.h
archdep_exit.c;log.h
uimachinemenu.h;<gtk/gtk.h>
archdep_get_vice_machinedir.c;vice.h
archdep_get_vice_machinedir.c;<stddef.h>
archdep_get_vice_machinedir.c;archdep_get_vice_datadir.h
archdep_get_vice_machinedir.c;lib.h
archdep_get_vice_machinedir.c;machine.h
archdep_get_vice_machinedir.c;util.h
archdep_get_vice_machinedir.c;archdep_get_vice_machinedir.h
cia.h;types.h
tpicore.c;vice.h
tpicore.c;<stdio.h>
tpicore.c;lib.h
tpicore.c;log.h
tpicore.c;monitor.h
tpicore.c;snapshot.h
tpicore.c;tpi.h
tpicore.c;types.h
archdep_program_path.c;vice.h
archdep_program_path.c;archdep_defs.h
archdep_program_path.c;<stdio.h>
archdep_program_path.c;<stdlib.h>
archdep_program_path.c;<string.h>
archdep_program_path.c;<stdbool.h>
archdep_program_path.c;<errno.h>
archdep_program_path.c;archdep_exit.h
archdep_program_path.c;archdep_getcwd.h
archdep_program_path.c;archdep_path_is_relative.h
archdep_program_path.c;lib.h
archdep_program_path.c;log.h
archdep_program_path.c;util.h
archdep_program_path.c;archdep_program_path.h
plus4speech.h;types.h
plus4speech.h;sound.h
mouse_neos.c;<stdlib.h> /* abs */
mouse_neos.c;vice.h
mouse_neos.c;joyport.h
mouse_neos.c;maincpu.h
mouse_neos.c;log.h
mouse_neos.c;mouse.h
mouse_neos.c;mousedrv.h
mouse_neos.c;snapshot.h
mouse_neos.c;vsyncapi.h
mouse_neos.c;mouse_neos.h
iec-c64exp.c;vice.h
iec-c64exp.c;iec-c64exp.h
iec-c64exp.c;c64exp-cmdline-options.h
iec-c64exp.c;c64exp-resources.h
iec-c64exp.c;drivetypes.h
iec-c64exp.c;dolphindos3.h
iec-c64exp.c;profdos.h
iec-c64exp.c;stardos-exp.h
iec-c64exp.c;supercard.h
driveramwidget.c;vice.h
driveramwidget.c;<gtk/gtk.h>
driveramwidget.c;drive-check.h
driveramwidget.c;drive.h
driveramwidget.c;machine.h
driveramwidget.c;resources.h
driveramwidget.c;vice_gtk3.h
driveramwidget.c;driveramwidget.h
delaep7x8.c;vice.h
delaep7x8.c;<stdio.h>
delaep7x8.c;<stdlib.h>
delaep7x8.c;<string.h>
delaep7x8.c;c64cartsystem.h
delaep7x8.c;cartio.h
delaep7x8.c;cartridge.h
delaep7x8.c;delaep7x8.h
delaep7x8.c;export.h
delaep7x8.c;monitor.h
delaep7x8.c;snapshot.h
delaep7x8.c;types.h
delaep7x8.c;util.h
delaep7x8.c;crt.h
debugcart 2.h;types.h
settings_expert.c;vice.h
settings_expert.c;<gtk/gtk.h>
settings_expert.c;vice_gtk3.h
settings_expert.c;cartridge.h
settings_expert.c;machine.h
settings_expert.c;openfiledialog.h
settings_expert.c;resources.h
settings_expert.c;savefiledialog.h
settings_expert.c;settings_expert.h
uimon 3.c;vice.h
uimon 3.c;console.h
uimon 3.c;fullscreenarch.h
uimon 3.c;lib.h
uimon 3.c;machine.h
uimon 3.c;monitor.h
uimon 3.c;uimon.h
uimon 3.c;ui.h
uimon 3.c;uifonts.h
uimon 3.c;uimenu.h
uimon 3.c;videoarch.h
pot.cc;pot.h
rgcd.h;<stdio.h>
rgcd.h;types.h
midi.h;types.h
driveidlemethodwidget.c;vice.h
driveidlemethodwidget.c;<gtk/gtk.h>
driveidlemethodwidget.c;vice_gtk3.h
driveidlemethodwidget.c;drive-check.h
driveidlemethodwidget.c;drive.h
driveidlemethodwidget.c;resources.h
driveidlemethodwidget.c;driveidlemethodwidget.h
wave6581.h;types.h
psid.c;vice.h
psid.c;<stdio.h>
psid.c;<stdlib.h>
psid.c;<string.h>
psid.c;archdep.h
psid.c;c64mem.h
psid.c;c64rom.h
psid.c;c64-resources.h
psid.c;charset.h
psid.c;cmdline.h
psid.c;lib.h
psid.c;log.h
psid.c;machine.h
psid.c;psid.h
psid.c;resources.h
psid.c;types.h
psid.c;uiapi.h
psid.c;vsidui.h
psid.c;vsync.h
psid.c;zfile.h
psid.c;psiddrv.h
psid.c;musdrv.h
6510core.c;traps.h
plus4video.c;vice.h
plus4video.c;<stdio.h>
plus4video.c;machine-video.h
plus4video.c;ted.h
plus4video.c;video.h
spi-sdcard.h;types.h
hvsc.h;<stddef.h>
hvsc.h;<stdbool.h>
hvsc.h;<stdint.h>
settings_speed.h;vice.h
settings_speed.h;<gtk/gtk.h>
archdep_stat.h;<stddef.h>
render1x1rgbi.c;vice.h
render1x1rgbi.c;render1x1rgbi.h
render1x1rgbi.c;types.h
render1x1rgbi.c;video-color.h
uicart.h;vice.h
uicart.h;<gtk/gtk.h>
uicart.h;cartridge.h
ui.h;vice.h
ui.h;videoarch.h
ui.h;palette.h
supergames.h;<stdio.h>
supergames.h;types.h
uisettings.h;vice.h
uisettings.h;<gtk/gtk.h>
soundfragmentsizewidget.c;vice.h
soundfragmentsizewidget.c;<gtk/gtk.h>
soundfragmentsizewidget.c;basewidgets.h
soundfragmentsizewidget.c;lib.h
soundfragmentsizewidget.c;ui.h
soundfragmentsizewidget.c;resources.h
soundfragmentsizewidget.c;vsync.h
soundfragmentsizewidget.c;sound.h
soundfragmentsizewidget.c;widgethelpers.h
soundfragmentsizewidget.c;debug_gtk3.h
soundfragmentsizewidget.c;soundfragmentsizewidget.h
waasoft_dongle.h;types.h
vicii-phi1 2.c;vice.h
vicii-phi1 2.c;types.h
vicii-phi1 2.c;vicii-phi1.h
vicii-phi1 2.c;viciitypes.h
kernalrevisionwidget.c;vice.h
kernalrevisionwidget.c;<gtk/gtk.h>
kernalrevisionwidget.c;vice_gtk3.h
kernalrevisionwidget.c;c64rom.h
kernalrevisionwidget.c;lib.h
kernalrevisionwidget.c;resources.h
kernalrevisionwidget.c;vsync.h
kernalrevisionwidget.c;kernalrevisionwidget.h
plus4aciawidget.c;vice.h
plus4aciawidget.c;<gtk/gtk.h>
plus4aciawidget.c;machine.h
plus4aciawidget.c;resources.h
plus4aciawidget.c;debug_gtk3.h
plus4aciawidget.c;widgethelpers.h
plus4aciawidget.c;basewidgets.h
plus4aciawidget.c;plus4aciawidget.h
finalplus.c;vice.h
finalplus.c;<stdio.h>
finalplus.c;<stdlib.h>
finalplus.c;<string.h>
finalplus.c;c64cartsystem.h
finalplus.c;c64mem.h
finalplus.c;cartio.h
finalplus.c;cartridge.h
finalplus.c;export.h
finalplus.c;finalplus.h
finalplus.c;monitor.h
finalplus.c;snapshot.h
finalplus.c;types.h
finalplus.c;util.h
finalplus.c;crt.h
petvideo.c;vice.h
petvideo.c;<stdio.h>
petvideo.c;crtc.h
petvideo.c;machine-video.h
petvideo.c;video.h
cw-unix-device.c;vice.h
cw-unix-device.c;<sys/types.h>
cw-unix-device.c;<sys/stat.h>
cw-unix-device.c;<sys/ioctl.h>
cw-unix-device.c;<fcntl.h>
cw-unix-device.c;<unistd.h>
cw-unix-device.c;<stdlib.h>
cw-unix-device.c;<string.h>
cw-unix-device.c;catweaselmkiii.h
cw-unix-device.c;cw-unix.h
cw-unix-device.c;log.h
cw-unix-device.c;types.h
cw-unix-device.c;<cwsid.h>
vic20ieeevia.h;types.h
magicdesk128.c;vice.h
magicdesk128.c;<stdio.h>
magicdesk128.c;<stdlib.h>
magicdesk128.c;<string.h>
magicdesk128.c;cartridge.h
magicdesk128.c;cartio.h
magicdesk128.c;log.h
magicdesk128.c;util.h
magicdesk128.c;monitor.h
magicdesk128.c;vicii-phi1.h
magicdesk128.c;c64cart.h
magicdesk128.c;export.h
magicdesk128.c;c128cart.h
magicdesk128.c;functionrom.h
magicdesk128.c;crt.h
magicdesk128.c;magicdesk128.h
printeremulationtypewidget.h;vice.h
printeremulationtypewidget.h;<gtk/gtk.h>
artstudiodrv.c;vice.h
artstudiodrv.c;<stdio.h>
artstudiodrv.c;<string.h>
artstudiodrv.c;<stdlib.h>
artstudiodrv.c;archdep.h
artstudiodrv.c;cmdline.h
artstudiodrv.c;lib.h
artstudiodrv.c;log.h
artstudiodrv.c;machine.h
artstudiodrv.c;mem.h
artstudiodrv.c;gfxoutput.h
artstudiodrv.c;nativedrv.h
artstudiodrv.c;palette.h
artstudiodrv.c;resources.h
artstudiodrv.c;screenshot.h
artstudiodrv.c;types.h
artstudiodrv.c;uiapi.h
artstudiodrv.c;util.h
artstudiodrv.c;vsync.h
ted-sound.h;types.h
ted-sound.h;sound.h
actions-settings.c;vice.h
actions-settings.c;<gtk/gtk.h>
actions-settings.c;<stddef.h>
actions-settings.c;<stdbool.h>
actions-settings.c;archdep.h
actions-settings.c;basedialogs.h
actions-settings.c;hotkeys.h
actions-settings.c;lib.h
actions-settings.c;mainlock.h
actions-settings.c;resources.h
actions-settings.c;uiactions.h
actions-settings.c;uisettings.h
actions-settings.c;util.h
actions-settings.c;actions-settings.h
soundsampleratewidget.c;vice.h
soundsampleratewidget.c;<gtk/gtk.h>
soundsampleratewidget.c;basewidgets.h
soundsampleratewidget.c;lib.h
soundsampleratewidget.c;ui.h
soundsampleratewidget.c;resources.h
soundsampleratewidget.c;vsync.h
soundsampleratewidget.c;sound.h
soundsampleratewidget.c;widgethelpers.h
soundsampleratewidget.c;debug_gtk3.h
soundsampleratewidget.c;soundsampleratewidget.h
scpu64gluelogic.c;vice.h
scpu64gluelogic.c;<stdio.h>
scpu64gluelogic.c;alarm.h
scpu64gluelogic.c;scpu64gluelogic.h
scpu64gluelogic.c;scpu64mem.h
scpu64gluelogic.c;cmdline.h
scpu64gluelogic.c;log.h
scpu64gluelogic.c;main65816cpu.h
scpu64gluelogic.c;resources.h
scpu64gluelogic.c;snapshot.h
scpu64gluelogic.c;types.h
scpu64gluelogic.c;vicii.h
fullscreen.c;vice.h
fullscreen.c;<stdio.h>
fullscreen.c;<string.h>
fullscreen.c;fullscreen.h
fullscreen.c;fullscreenarch.h
fullscreen.c;kbd.h
fullscreen.c;log.h
fullscreen.c;ui.h
fullscreen.c;video.h
fullscreen.c;videoarch.h
serial-iec-bus.h;types.h
diskimage.h;<sys/types.h>
diskimage.h;types.h
reu.h;types.h
vicii-resources 2.c;vice.h
vicii-resources 2.c;<stdio.h>
vicii-resources 2.c;archdep.h
vicii-resources 2.c;fullscreen.h
vicii-resources 2.c;machine.h
vicii-resources 2.c;raster-resources.h
vicii-resources 2.c;resources.h
vicii-resources 2.c;vicii-chip-model.h
vicii-resources 2.c;vicii-cycle.h
vicii-resources 2.c;vicii-color.h
vicii-resources 2.c;vicii-resources.h
vicii-resources 2.c;vicii-timing.h
vicii-resources 2.c;vicii.h
vicii-resources 2.c;viciitypes.h
vicii-resources 2.c;video.h
vicii-resources 2.c;vsync.h
uiactionbutton.h;<gtk/gtk.h>
c64memrom.c;vice.h
c64memrom.c;c64mem.h
c64memrom.c;c64memrom.h
c64memrom.c;types.h
menu_joystick.c;vice.h
menu_joystick.c;types.h
menu_joystick.c;vice_sdl.h
menu_joystick.c;joy.h
menu_joystick.c;joystick.h
menu_joystick.c;kbd.h
menu_joystick.c;lib.h
menu_joystick.c;machine.h
menu_joystick.c;menu_common.h
menu_joystick.c;menu_joystick.h
menu_joystick.c;mouse.h
menu_joystick.c;resources.h
menu_joystick.c;uimenu.h
menu_joystick.c;uipoll.h
menu_joystick.c;userport_joystick.h
menu_joystick.c;util.h
extendimagedialog.h;vice.h
extendimagedialog.h;<gtk/gtk.h>
extendimagedialog.h;uiapi.h
archdep_program_name.c;vice.h
archdep_program_name.c;archdep_defs.h
archdep_program_name.c;<stdio.h>
archdep_program_name.c;<stdlib.h>
archdep_program_name.c;<string.h>
archdep_program_name.c;lib.h
archdep_program_name.c;log.h
archdep_program_name.c;archdep_exit.h
archdep_program_name.c;archdep_program_path.h
archdep_program_name.c;archdep_program_name.h
socketdrv.c;vice.h
socketdrv.c;<stdio.h>
socketdrv.c;archdep.h
socketdrv.c;socket-win32-drv.c
settings_isepic.h;<gtk/gtk.h>
via.h;types.h
final.c;vice.h
final.c;<stdio.h>
final.c;<stdlib.h>
final.c;<string.h>
final.c;c64cartsystem.h
final.c;c64mem.h
final.c;cartio.h
final.c;cartridge.h
final.c;export.h
final.c;final.h
final.c;monitor.h
final.c;snapshot.h
final.c;types.h
final.c;util.h
final.c;crt.h
cbm5x0-snapshot.c;vice.h
cbm5x0-snapshot.c;<stdio.h>
cbm5x0-snapshot.c;archdep.h
cbm5x0-snapshot.c;cbm2.h
cbm5x0-snapshot.c;cbm2acia.h
cbm5x0-snapshot.c;cbm2memsnapshot.h
cbm5x0-snapshot.c;cia.h
cbm5x0-snapshot.c;drive-snapshot.h
cbm5x0-snapshot.c;drive.h
cbm5x0-snapshot.c;joyport.h
cbm5x0-snapshot.c;joystick.h
cbm5x0-snapshot.c;keyboard.h
cbm5x0-snapshot.c;log.h
cbm5x0-snapshot.c;machine.h
cbm5x0-snapshot.c;maincpu.h
cbm5x0-snapshot.c;serial.h
cbm5x0-snapshot.c;sid-snapshot.h
cbm5x0-snapshot.c;snapshot.h
cbm5x0-snapshot.c;sound.h
cbm5x0-snapshot.c;tapeport.h
cbm5x0-snapshot.c;tpi.h
cbm5x0-snapshot.c;types.h
cbm5x0-snapshot.c;vice-event.h
cbm5x0-snapshot.c;vicii.h
cbm5x0-snapshot.c;cbm2-snapshot.h
magicvoice.h;types.h
magicvoice.h;sound.h
mikroass.h;<stdio.h>
mikroass.h;types.h
menu_screenshot.c;vice.h
menu_screenshot.c;<stdlib.h>
menu_screenshot.c;gfxoutput.h
menu_screenshot.c;lib.h
menu_screenshot.c;menu_common.h
menu_screenshot.c;menu_ffmpeg.h
menu_screenshot.c;menu_screenshot.h
menu_screenshot.c;resources.h
menu_screenshot.c;screenshot.h
menu_screenshot.c;types.h
menu_screenshot.c;ui.h
menu_screenshot.c;uifilereq.h
menu_screenshot.c;uimenu.h
menu_screenshot.c;util.h
menu_screenshot.c;videoarch.h
debugcart 6.h;types.h
cw-win32-pci.c;vice.h
cw-win32-pci.c;<windows.h>
cw-win32-pci.c;<fcntl.h>
cw-win32-pci.c;<stdio.h>
cw-win32-pci.c;<assert.h>
cw-win32-pci.c;<unistd.h>
cw-win32-pci.c;alarm.h
cw-win32-pci.c;archdep.h
cw-win32-pci.c;catweaselmkiii.h
cw-win32-pci.c;cw-win32.h
cw-win32-pci.c;log.h
cw-win32-pci.c;sid-resources.h
cw-win32-pci.c;types.h
cw-win32-pci.c;wininpoutp.h
render2x2rgbi.c;vice.h
render2x2rgbi.c;<stdio.h>
render2x2rgbi.c;render2x2.h
render2x2rgbi.c;render2x2rgbi.h
render2x2rgbi.c;types.h
render2x2rgbi.c;video-color.h
glue1571.c;vice.h
glue1571.c;drive.h
glue1571.c;glue1571.h
glue1571.c;rotation.h
gmod3.c;vice.h
gmod3.c;<stdio.h>
gmod3.c;<string.h>
gmod3.c;archdep.h
gmod3.c;c64cart.h
gmod3.c;c64cartsystem.h
gmod3.c;c64mem.h
gmod3.c;c64pla.h
gmod3.c;cartio.h
gmod3.c;cartridge.h
gmod3.c;cmdline.h
gmod3.c;crt.h
gmod3.c;export.h
gmod3.c;lib.h
gmod3.c;maincpu.h
gmod3.c;monitor.h
gmod3.c;resources.h
gmod3.c;spi-flash.h
gmod3.c;snapshot.h
gmod3.c;types.h
gmod3.c;util.h
